Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32021R1352,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0430R(01),Council,other,,prohibition,ok
32022D0809,Council,other,,obligation,ok
32022D1968,Council,other,,other,ok
32022R1369,Council,other,122.0,obligation,ok
32022R1856,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R2303,Commission_implementing,delegated_implementing,,technical_standard,ok
32022R2311,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R2453R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32023D0940R(01),Council,other,82.0,obligation,ok
32023D1440,Council,other,,other,ok
32023D1532,Council,other,29.0,prohibition,ok
32023D1601,Council,other,,prohibition,ok
32023R0996,Commission_delegated,delegated_implementing,,obligation,ok
32023R2406,Council,other,215.0,prohibition,ok
32024D0577,Council,other,,prohibition,ok
32024D0758,Council,other,,obligation,ok
32024L1499R(01),Council,ordinary_legislative,19.0,obligation,ok
32024R0163,Commission_delegated,delegated_implementing,,obligation,ok
32024R0576,Council,other,215.0,prohibition,ok
32024R0912,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1281,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R2493R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32025L0516,Council,ordinary_legislative,113.0,obligation,ok
32025R0392,Council,other,215.0,prohibition,ok
62009CJ0138,Court,judgment,,judicial_ruling,ok
31988D0651,Commission_other,other,,other,ok
31993M0350,Commission_other,other,,other,ok
31996D0642,Commission_other,other,,other,ok
31996L0026,Council,ordinary_legislative,75.0,obligation,ok
31997D0836,Council,other,,technical_standard,ok
31997R0058,Council,ordinary_legislative,213.0,obligation,ok
31998R2532,Council,other,,obligation,ok
32001D0528,Commission_other,other,,other,ok
32001L0017,EP_Council,ordinary_legislative,47.0,obligation,ok
32002F0465R(01),Council,other,,obligation,ok
32002L0019,EP_Council,ordinary_legislative,95.0,obligation,ok
32003D0501,Commission_other,infringement,88.0,prohibition,ok
32003R0622,Commission_implementing,delegated_implementing,,technical_standard,ok
32004L0050,EP_Council,ordinary_legislative,91.0,technical_standard,ok
32004R0551,EP_Council,ordinary_legislative,80.0,obligation,ok
32006D0737,Commission_other,infringement,88.0,prohibition,ok
32006L0031,EP_Council,ordinary_legislative,47.0,obligation,ok
32006L0087,EP_Council,ordinary_legislative,71.0,technical_standard,ok
32007R1043,Commission_other,delegated_implementing,,prohibition,ok
32008D0420,Council,other,80.0,obligation,ok
32008D0608,Council,other,122.0,obligation,ok
32008D0797,Council,other,80.0,obligation,ok
32008F0947R(03),Council,other,,obligation,ok
32008H0594,Commission_other,recommendation,211.0,recommendation,ok
32008R0683,EP_Council,ordinary_legislative,156.0,obligation,ok
32009H0387,Commission_other,recommendation,211.0,recommendation,ok
32010D0330,Council,other,,other,ok
32011D0346,Commission_other,infringement,108.0,prohibition,ok
32011D0411,Council,other,,other,ok
32011R0445,Commission_other,delegated_implementing,,technical_standard,ok
32012D0238,Council,other,148.0,recommendation,ok
32012D0627,Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0630,Commission_implementing,delegated_implementing,,other,ok
32013L0012,Council,other,,technical_standard,ok
32013R0611,Commission_implementing,delegated_implementing,,obligation,ok
32014D0245,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0536,Commission_other,delegated_implementing,,obligation,ok
32014D0746,Commission_other,delegated_implementing,,other,ok
32014H0724,Commission_other,recommendation,292.0,recommendation,ok
32014R0799,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0802,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R1375,Other,other,,technical_standard,ok
32015D0347,Commission_implementing,delegated_implementing,,obligation,ok
32015D2363,Commission_other,other,,technical_standard,ok
32015R0840,Commission_implementing,delegated_implementing,,technical_standard,ok
32015R1970,Commission_delegated,delegated_implementing,,obligation,ok
32016D1711,Council,other,,prohibition,ok
32016R0958,Commission_delegated,delegated_implementing,,technical_standard,ok
32016R1675,Commission_delegated,delegated_implementing,,obligation,ok
32017D1438,Commission_implementing,delegated_implementing,,technical_standard,ok
32017R0390R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32018R0540,Commission_delegated,delegated_implementing,,technical_standard,ok
32018R1690,Commission_implementing,delegated_implementing,,obligation,ok
32020B0227,EP_Council,ordinary_legislative,314.0,obligation,ok
32020D0266,Council,treaty,217.0,other,ok
32020D1562,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1406,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D1875,Council,other,43.0,obligation,ok
32021O2256,Other,other,,obligation,ok
32021R0765,Council,other,,obligation,ok
32021R0775,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0763,Commission_other,infringement,108.0,prohibition,ok
32022D1970,Council,other,,other,ok
32022D2478R(01),Council,other,,prohibition,ok
32022D2575,Council,other,217.0,obligation,ok
32022R1930,Commission_delegated,delegated_implementing,7.0,technical_standard,ok
32023R1626,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2533,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2765,Council,delegated_implementing,,prohibition,ok
32024D0656,Council,other,,obligation,ok
32024D1248,Council,other,,other,ok
32024D2396,Council,other,,other,ok
32024R1205,Council,other,215.0,prohibition,ok
32024R2980R(01),Commission_implementing,delegated_implementing,,obligation,ok
32024R3128,Commission_implementing,delegated_implementing,,technical_standard,ok
32025D0211,Council,other,,other,ok
32025D0488,Council,other,,obligation,ok
32025R0298,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0303,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0471,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0855,Commission_delegated,delegated_implementing,,technical_standard,ok
41999X0205,Council,other,,recommendation,ok
62000TJ0254,Court,judgment,107.0,judicial_ruling,ok
62008CJ0537,Court,judgment,,judicial_ruling,ok
62008TJ0396,Court,judgment,,judicial_ruling,ok
62011TJ0444,Court,judgment,,judicial_ruling,ok
62012TJ0143,Court,judgment,,judicial_ruling,ok
62014TJ0067,Court,judgment,,judicial_ruling,ok
12012P048,Treaty,treaty,,obligation,ok
31989D0357,Commission_other,other,,technical_standard,ok
31994L0022R(01),EP_Council,ordinary_legislative,,obligation,ok
31996D0630,Commission_other,other,,technical_standard,ok
31997D0710,EP_Council,ordinary_legislative,100.0,obligation,ok
31997D0780,Commission_other,infringement,85.0,prohibition,ok
31997E0817,Council,other,,other,ok
31998L0006,EP_Council,ordinary_legislative,129.0,obligation,ok
31998L0083,Council,ordinary_legislative,,obligation,ok
31999D0590,Commission_other,infringement,88.0,prohibition,ok
32000L0046,EP_Council,ordinary_legislative,47.0,obligation,ok
32001D0080,Council,other,,other,ok
32001L0042,EP_Council,ordinary_legislative,175.0,obligation,ok
32002D0627,Commission_other,other,,other,ok
32002D0732,Commission_other,delegated_implementing,,technical_standard,ok
32002L0022,EP_Council,ordinary_legislative,95.0,obligation,ok
32002L0059R(01),EP_Council,ordinary_legislative,80.0,obligation,ok
32002L0083,EP_Council,ordinary_legislative,47.0,obligation,ok
32002R0733,EP_Council,ordinary_legislative,156.0,obligation,ok
32003L0102,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32004L0018,EP_Council,ordinary_legislative,,obligation,ok
32004L0051,EP_Council,ordinary_legislative,,obligation,ok
32004R0874,Commission_other,delegated_implementing,,technical_standard,ok
32005E0574,Council,other,,obligation,ok
32006D0515,Council,treaty,,obligation,ok
32006D0804,Commission_other,other,,technical_standard,ok
32006L0067,Council,ordinary_legislative,100.0,obligation,ok
32006R0473,Commission_implementing,delegated_implementing,,obligation,ok
32006R0562,EP_Council,ordinary_legislative,62.0,obligation,ok
32006R1927,EP_Council,ordinary_legislative,159.0,obligation,ok
32007D0162,Council,other,308.0,other,ok
32007L0058,EP_Council,ordinary_legislative,71.0,obligation,ok
32007L0064,EP_Council,ordinary_legislative,95.0,obligation,ok
32007R1255,Commission_other,delegated_implementing,,technical_standard,ok
32008D0261R(01),Council,other,,other,ok
32008D0722,Commission_other,infringement,88.0,prohibition,ok
32008R1007,EP_Council,ordinary_legislative,95.0,other,ok
32008R1131,Commission_other,delegated_implementing,,prohibition,ok
32009F0299R(01),Council,other,,obligation,ok
32009F0315R(03),Council,other,,obligation,ok
32009R0025,Other,other,,obligation,ok
32010D0578,Commission_other,delegated_implementing,,other,ok
32011D0633,Commission_implementing,delegated_implementing,,technical_standard,ok
32011D0636,Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0512,Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0534,Council,other,100.0,other,ok
32012D0628,Commission_implementing,delegated_implementing,,other,ok
32012D0636,Commission_other,infringement,108.0,prohibition,ok
32012R1077,Commission_implementing,delegated_implementing,,technical_standard,ok
32013D0329,Commission_implementing,delegated_implementing,,technical_standard,ok
32013D0442,Commission_other,other,,obligation,ok
32013D0490,Council,treaty,217.0,obligation,ok
32013D0493,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0294R(01),Council,other,,other,ok
32014D0489,Commission_other,infringement,108.0,prohibition,ok
32014R0642,Council,ordinary_legislative,187.0,other,ok
32014R1323,Council,other,215.0,prohibition,ok
32015D0290,Commission_implementing,delegated_implementing,,technical_standard,ok
32015D0296,Commission_implementing,delegated_implementing,,technical_standard,ok
32016D1171,Council,other,114.0,obligation,ok
32017R0646,Commission_implementing,delegated_implementing,,technical_standard,ok
32017R0965,Council,delegated_implementing,,prohibition,ok
32017R2010,Commission_other,delegated_implementing,,technical_standard,ok
32018D1782,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D1884,Council,other,,obligation,ok
32018D2059,Council,other,114.0,obligation,ok
32018R0959,Commission_delegated,delegated_implementing,,technical_standard,ok
32019R0826,Commission_delegated,delegated_implementing,,technical_standard,ok
32019R1267,Commission_implementing,delegated_implementing,,obligation,ok
32019R1842R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32019R2146R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32020D0553,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D1237,Commission_other,other,,other,ok
32020D1422,Council,other,,other,ok
32020D1990,Council,other,,other,ok
32020D2032,Council,other,,other,ok
32020R0203,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R1108R(01),Council,ordinary_legislative,113.0,obligation,ok
32020R1208,Commission_implementing,delegated_implementing,,obligation,ok
32020R1224R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32021D0038,Council,other,29.0,obligation,ok
32021D0443,Council,other,217.0,obligation,ok
32021D0625,Commission_other,other,,technical_standard,ok
32021D1824,Council,other,,obligation,ok
32021H1749,Commission_other,recommendation,292.0,recommendation,ok
32022D0452,Council,other,,other,ok
32022D0498,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D2318,Council,other,,other,ok
32022R0027,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R0398R(01),Council,other,215.0,prohibition,ok
32022R2576,Council,other,122.0,obligation,ok
32023D2408,Council,other,113.0,obligation,ok
32023D2680,Council,other,,obligation,ok
32024D0775,Commission_other,delegated_implementing,,obligation,ok
32024D1063,Council,other,,other,ok
32024D1794,Council,other,,other,ok
32024D2585,Council,other,48.0,obligation,ok
32024D2606,Council,other,207.0,obligation,ok
32024H06982,Council,recommendation,,recommendation,ok
32025D0889,Council,other,,obligation,ok
32025D1014,Commission_other,delegated_implementing,,obligation,ok
32025R0772,Commission_implementing,delegated_implementing,,technical_standard,ok
62002CJ0066,Court,judgment,,judicial_ruling,ok
62002TJ0266,Court,judgment,107.0,judicial_ruling,ok
62008CJ0078,Court,judgment,107.0,judicial_ruling,ok
62009CJ0071,Court,judgment,,judicial_ruling,ok
62012CN0224,Court,judgment,,judicial_ruling,ok
62014TJ0463,Court,judgment,,judicial_ruling,ok
31994D0322,Commission_other,infringement,85.0,prohibition,ok
31994D0471,Commission_other,other,,technical_standard,ok
31995L0047,EP_Council,ordinary_legislative,,technical_standard,ok
31996L0048,Council,ordinary_legislative,,technical_standard,ok
31996R1257,Council,other,,other,ok
31997D0347,Commission_other,other,,technical_standard,ok
31997D0528,Commission_other,other,,technical_standard,ok
31998H0195,Commission_other,recommendation,,recommendation,ok
32001L0014,EP_Council,ordinary_legislative,71.0,obligation,ok
32001L0045,EP_Council,ordinary_legislative,137.0,obligation,ok
32001L0097,EP_Council,ordinary_legislative,95.0,obligation,ok
32001R2580R(02),Council,other,,prohibition,ok
32002D0358,Council,treaty,175.0,obligation,ok
32002R2320,EP_Council,ordinary_legislative,80.0,obligation,ok
32003D1229,EP_Council,ordinary_legislative,156.0,technical_standard,ok
32003R1435R(01),Council,ordinary_legislative,308.0,obligation,ok
